codi_municipi	nom_municipi	codi_provincia	nom_provincia
1723	Villalbilla	28	Madrid
1739	Villamanrique de Tajo	28	Madrid
1744	Villamanta	28	Madrid
1757	Villamantilla	28	Madrid
1760	Villanueva de la Cañada	28	Madrid
1776	Villanueva del Pardillo	28	Madrid
1782	Villanueva de Perales	28	Madrid
1795	Villar del Olmo	28	Madrid
1809	Villarejo de Salvanés	28	Madrid
1816	Villaviciosa de Odón	28	Madrid
1821	Villavieja del Lozoya	28	Madrid
1837	Zarzalejo	28	Madrid
9015	Lozoyuela-Navas-Sieteiglesias	28	Madrid
9020	Puentes Viejas	28	Madrid
9036	Tres Cantos	28	Madrid
17	Alameda	29	Màlaga
22	Alcaucín	29	Màlaga
38	Alfarnate	29	Màlaga
43	Alfarnatejo	29	Màlaga
56	Algarrobo	29	Màlaga
69	Algatocín	29	Màlaga
75	Alhaurín de la Torre	29	Màlaga
81	Alhaurín el Grande	29	Màlaga
94	Almáchar	29	Màlaga
108	Almargen	29	Màlaga
115	Almogía	29	Màlaga
120	Álora	29	Màlaga
136	Alozaina	29	Màlaga
141	Alpandeire	29	Màlaga
154	Antequera	29	Màlaga
167	Árchez	29	Màlaga
173	Archidona	29	Màlaga
189	Ardales	29	Màlaga
192	Arenas	29	Màlaga
206	Arriate	29	Màlaga
213	Atajate	29	Màlaga
228	Benadalid	29	Màlaga
234	Benahavís	29	Màlaga
249	Benalauría	29	Màlaga
252	Benalmádena	29	Màlaga
265	Benamargosa	29	Màlaga
271	Benamocarra	29	Màlaga
287	Benaoján	29	Màlaga
290	Benarrabá	29	Màlaga
304	Borge, El	29	Màlaga
311	Burgo, El	29	Màlaga
326	Campillos	29	Màlaga
332	Canillas de Aceituno	29	Màlaga
347	Canillas de Albaida	29	Màlaga
350	Cañete la Real	29	Màlaga
363	Carratraca	29	Màlaga
379	Cartajima	29	Màlaga
385	Cártama	29	Màlaga
398	Casabermeja	29	Màlaga
402	Casarabonela	29	Màlaga
419	Casares	29	Màlaga
424	Coín	29	Màlaga
430	Colmenar	29	Màlaga
445	Comares	29	Màlaga
458	Cómpeta	29	Màlaga
461	Cortes de la Frontera	29	Màlaga
477	Cuevas Bajas	29	Màlaga
483	Cuevas del Becerro	29	Màlaga
496	Cuevas de San Marcos	29	Màlaga
509	Cútar	29	Màlaga
516	Estepona	29	Màlaga
521	Faraján	29	Màlaga
537	Frigiliana	29	Màlaga
542	Fuengirola	29	Màlaga
555	Fuente de Piedra	29	Màlaga
568	Gaucín	29	Màlaga
574	Genalguacil	29	Màlaga
580	Guaro	29	Màlaga
593	Humilladero	29	Màlaga
607	Igualeja	29	Màlaga
614	Istán	29	Màlaga
629	Iznate	29	Màlaga
635	Jimera de Líbar	29	Màlaga
640	Jubrique	29	Màlaga
653	Júzcar	29	Màlaga
666	Macharaviaya	29	Màlaga
672	Málaga	29	Màlaga
688	Manilva	29	Màlaga
691	Marbella	29	Màlaga
705	Mijas	29	Màlaga
712	Moclinejo	29	Màlaga
727	Mollina	29	Màlaga
733	Monda	29	Màlaga
748	Montejaque	29	Màlaga
751	Nerja	29	Màlaga
764	Ojén	29	Màlaga
770	Parauta	29	Màlaga
799	Periana	29	Màlaga
803	Pizarra	29	Màlaga
810	Pujerra	29	Màlaga
825	Rincón de la Victoria	29	Màlaga
831	Riogordo	29	Màlaga
846	Ronda	29	Màlaga
859	Salares	29	Màlaga
862	Sayalonga	29	Màlaga
878	Sedella	29	Màlaga
884	Sierra de Yeguas	29	Màlaga
897	Teba	29	Màlaga
901	Tolox	29	Màlaga
918	Torrox	29	Màlaga
923	Totalán	29	Màlaga
939	Valle de Abdalajís	29	Màlaga
944	Vélez-Málaga	29	Màlaga
957	Villanueva de Algaidas	29	Màlaga
960	Villanueva del Rosario	29	Màlaga
976	Villanueva del Trabuco	29	Màlaga
982	Villanueva de Tapia	29	Màlaga
995	Viñuela	29	Màlaga
1009	Yunquera	29	Màlaga
9018	Torremolinos	29	Màlaga
9023	Villanueva de la Concepción	29	Màlaga
9039	Montecorto	29	Màlaga
9044	Serrato	29	Màlaga
11	Abanilla	30	Múrcia
26	Abarán	30	Múrcia
32	Águilas	30	Múrcia
47	Albudeite	30	Múrcia
50	Alcantarilla	30	Múrcia
63	Aledo	30	Múrcia
79	Alguazas	30	Múrcia
85	Alhama de Murcia	30	Múrcia
98	Archena	30	Múrcia
102	Beniel	30	Múrcia
119	Blanca	30	Múrcia
124	Bullas	30	Múrcia
130	Calasparra	30	Múrcia
145	Campos del Río	30	Múrcia
158	Caravaca de la Cruz	30	Múrcia
161	Cartagena	30	Múrcia
177	Cehegín	30	Múrcia
183	Ceutí	30	Múrcia
196	Cieza	30	Múrcia
200	Fortuna	30	Múrcia
217	Fuente Álamo de Murcia	30	Múrcia
222	Jumilla	30	Múrcia
238	Librilla	30	Múrcia
243	Lorca	30	Múrcia
256	Lorquí	30	Múrcia
269	Mazarrón	30	Múrcia
275	Molina de Segura	30	Múrcia
281	Moratalla	30	Múrcia
294	Mula	30	Múrcia
308	Murcia	30	Múrcia
315	Ojós	30	Múrcia
320	Pliego	30	Múrcia
336	Puerto Lumbreras	30	Múrcia
341	Ricote	30	Múrcia
354	San Javier	30	Múrcia
367	San Pedro del Pinatar	30	Múrcia
373	Torre-Pacheco	30	Múrcia
389	Torres de Cotillas, Las	30	Múrcia
392	Totana	30	Múrcia
406	Ulea	30	Múrcia
413	Unión, La	30	Múrcia
428	Villanueva del Río Segura	30	Múrcia
434	Yecla	30	Múrcia
9012	Santomera	30	Múrcia
9027	Alcázares, Los	30	Múrcia
18	Abáigar	31	Navarra
23	Abárzuza/Abartzuza	31	Navarra
39	Abaurregaina/Abaurrea Alta	31	Navarra
44	Abaurrepea/Abaurrea Baja	31	Navarra
57	Aberin	31	Navarra
60	Ablitas	31	Navarra
76	Adiós	31	Navarra
82	Aguilar de Codés	31	Navarra
95	Aibar/Oibar	31	Navarra
109	Altsasu/Alsasua	31	Navarra
116	Allín/Allin	31	Navarra
121	Allo	31	Navarra
137	Améscoa Baja	31	Navarra
142	Ancín/Antzin	31	Navarra
155	Andosilla	31	Navarra
168	Ansoáin/Antsoain	31	Navarra
174	Anue	31	Navarra
180	Añorbe	31	Navarra
193	Aoiz/Agoitz	31	Navarra
207	Araitz	31	Navarra
214	Aranarache/Aranaratxe	31	Navarra
229	Arantza	31	Navarra
235	Aranguren	31	Navarra
240	Arano	31	Navarra
253	Arakil	31	Navarra
266	Aras	31	Navarra
272	Arbizu	31	Navarra
288	Arce/Artzi	31	Navarra
291	Arcos, Los	31	Navarra
305	Arellano	31	Navarra
312	Areso	31	Navarra
327	Arguedas	31	Navarra
333	Aria	31	Navarra
348	Aribe	31	Navarra
351	Armañanzas	31	Navarra
364	Arróniz	31	Navarra
370	Arruazu	31	Navarra
386	Artajona	31	Navarra
399	Artazu	31	Navarra
403	Atez/Atetz	31	Navarra
410	Ayegui/Aiegi	31	Navarra
425	Azagra	31	Navarra
431	Azuelo	31	Navarra
446	Bakaiku	31	Navarra
459	Barásoain	31	Navarra
462	Barbarin	31	Navarra
478	Bargota	31	Navarra
484	Barillas	31	Navarra
497	Basaburua	31	Navarra
500	Baztan	31	Navarra
517	Beire	31	Navarra
522	Belascoáin	31	Navarra
538	Berbinzana	31	Navarra
543	Bertizarana	31	Navarra
556	Betelu	31	Navarra
569	Biurrun-Olcoz	31	Navarra
575	Buñuel	31	Navarra
581	Auritz/Burguete	31	Navarra
594	Burgui/Burgi	31	Navarra
608	Burlada/Burlata	31	Navarra
615	Busto, El	31	Navarra
620	Cabanillas	31	Navarra
636	Cabredo	31	Navarra
641	Cadreita	31	Navarra
654	Caparroso	31	Navarra
667	Cárcar	31	Navarra
673	Carcastillo	31	Navarra
689	Cascante	31	Navarra
692	Cáseda	31	Navarra
706	Castejón	31	Navarra
713	Castillonuevo	31	Navarra
728	Cintruénigo	31	Navarra
734	Ziordia	31	Navarra
749	Cirauqui/Zirauki	31	Navarra
752	Ciriza/Ziritza	31	Navarra
765	Cizur	31	Navarra
771	Corella	31	Navarra
787	Cortes	31	Navarra
790	Desojo	31	Navarra
804	Dicastillo	31	Navarra
811	Donamaria	31	Navarra
826	Etxalar	31	Navarra
832	Echarri/Etxarri	31	Navarra
847	Etxarri Aranatz	31	Navarra
850	Etxauri	31	Navarra
863	Valle de Egüés/Eguesibar	31	Navarra
879	Elgorriaga	31	Navarra
885	Noáin (Valle de Elorz)/Noain (Elortzibar)	31	Navarra
898	Enériz/Eneritz	31	Navarra
902	Eratsun	31	Navarra
919	Ergoiena	31	Navarra
924	Erro	31	Navarra
930	Ezcároz/Ezkaroze	31	Navarra
945	Eslava	31	Navarra
958	Esparza de Salazar/Espartza Zaraitzu	31	Navarra
961	Espronceda	31	Navarra
977	Estella-Lizarra	31	Navarra
983	Esteribar	31	Navarra
996	Etayo	31	Navarra
1000	Eulate	31	Navarra
1017	Ezcabarte	31	Navarra
1022	Ezkurra	31	Navarra
1038	Ezprogui	31	Navarra
1043	Falces	31	Navarra
1056	Fitero	31	Navarra
1069	Fontellas	31	Navarra
1075	Funes	31	Navarra
1081	Fustiñana	31	Navarra
1094	Galar	31	Navarra
1108	Gallipienzo/Galipentzu	31	Navarra
1115	Gallués/Galoze	31	Navarra
1120	Garaioa	31	Navarra
1136	Garde	31	Navarra
1141	Garínoain	31	Navarra
1154	Garralda	31	Navarra
1167	Genevilla	31	Navarra
1173	Goizueta	31	Navarra
1189	Goñi	31	Navarra
1192	Güesa/Gorza	31	Navarra
1206	Guesálaz/Gesalatz	31	Navarra
1213	Guirguillano	31	Navarra
1228	Huarte/Uharte	31	Navarra
1234	Uharte Arakil	31	Navarra
1249	Ibargoiti	31	Navarra
1252	Igúzquiza	31	Navarra
1265	Imotz	31	Navarra
1271	Irañeta	31	Navarra
1287	Isaba/Izaba	31	Navarra
1290	Ituren	31	Navarra
1304	Iturmendi	31	Navarra
1311	Iza/Itza	31	Navarra
1326	Izagaondoa	31	Navarra
1332	Izalzu/Itzaltzu	31	Navarra
1347	Jaurrieta	31	Navarra
1350	Javier	31	Navarra
1363	Juslapeña	31	Navarra
1379	Beintza-Labaien	31	Navarra
1385	Lakuntza	31	Navarra
1398	Lana	31	Navarra
1402	Lantz	31	Navarra
1419	Lapoblación	31	Navarra
1424	Larraga	31	Navarra
1430	Larraona	31	Navarra
1445	Larraun	31	Navarra
1458	Lazagurría	31	Navarra
1461	Leache/Leatxe	31	Navarra
1477	Legarda	31	Navarra
1483	Legaria	31	Navarra
1496	Leitza	31	Navarra
1509	Leoz/Leotz	31	Navarra
1516	Lerga	31	Navarra
1521	Lerín	31	Navarra
1537	Lesaka	31	Navarra
1542	Lezaun	31	Navarra
1555	Liédena	31	Navarra
1568	Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti	31	Navarra
1574	Lodosa	31	Navarra
1580	Lónguida/Longida	31	Navarra
1593	Lumbier	31	Navarra
1607	Luquin	31	Navarra
1614	Mañeru	31	Navarra
1629	Marañón	31	Navarra
1635	Marcilla	31	Navarra
1640	Mélida	31	Navarra
1653	Mendavia	31	Navarra
1666	Mendaza	31	Navarra
1672	Mendigorría	31	Navarra
1688	Metauten	31	Navarra
1691	Milagro	31	Navarra
1705	Mirafuentes	31	Navarra
1712	Miranda de Arga	31	Navarra
1727	Monreal/Elo	31	Navarra
1733	Monteagudo	31	Navarra
1748	Morentin	31	Navarra
1751	Mues	31	Navarra
1764	Murchante	31	Navarra
1770	Murieta	31	Navarra
1786	Murillo el Cuende	31	Navarra
1799	Murillo el Fruto	31	Navarra
1803	Muruzábal	31	Navarra
1810	Navascués/Nabaskoze	31	Navarra
1825	Nazar	31	Navarra
1831	Obanos	31	Navarra
1846	Oco	31	Navarra
1859	Ochagavía/Otsagabia	31	Navarra
1862	Odieta	31	Navarra
1878	Oiz	31	Navarra
1884	Olaibar	31	Navarra
1897	Olazti/Olazagutía	31	Navarra
1901	Olejua	31	Navarra
1918	Olite/Erriberri	31	Navarra
1923	Olóriz/Oloritz	31	Navarra
1939	Cendea de Olza/Oltza Zendea	31	Navarra
1944	Valle de Ollo/Ollaran	31	Navarra
1957	Orbaizeta	31	Navarra
1960	Orbara	31	Navarra
1976	Orísoain	31	Navarra
1982	Oronz/Orontze	31	Navarra
1995	Oroz-Betelu/Orotz-Betelu	31	Navarra
2009	Oteiza	31	Navarra
2016	Pamplona/Iruña	31	Navarra
2021	Peralta/Azkoien	31	Navarra
2037	Petilla de Aragón	31	Navarra
2042	Piedramillera	31	Navarra
2055	Pitillas	31	Navarra
2068	Puente la Reina/Gares	31	Navarra
2074	Pueyo/Puiu	31	Navarra
2080	Ribaforada	31	Navarra
2093	Romanzado	31	Navarra
2107	Roncal/Erronkari	31	Navarra
2114	Orreaga/Roncesvalles	31	Navarra
2129	Sada	31	Navarra
2135	Saldías	31	Navarra
2140	Salinas de Oro/Jaitz	31	Navarra
2153	San Adrián	31	Navarra
2166	Sangüesa/Zangoza	31	Navarra
2172	San Martín de Unx	31	Navarra
2191	Sansol	31	Navarra
2205	Santacara	31	Navarra
2212	Doneztebe/Santesteban	31	Navarra
2227	Sarriés/Sartze	31	Navarra
2233	Sartaguda	31	Navarra
2248	Sesma	31	Navarra
2251	Sorlada	31	Navarra
2264	Sunbilla	31	Navarra
2270	Tafalla	31	Navarra
2286	Tiebas-Muruarte de Reta	31	Navarra
2299	Tirapu	31	Navarra
2303	Torralba del Río	31	Navarra
2310	Torres del Río	31	Navarra
2325	Tudela	31	Navarra
2331	Tulebras	31	Navarra
2346	Ucar	31	Navarra
2359	Ujué/Uxue	31	Navarra
2362	Ultzama	31	Navarra
2378	Unciti	31	Navarra
2384	Unzué/Untzue	31	Navarra
2397	Urdazubi/Urdax	31	Navarra
2401	Urdiain	31	Navarra
2418	Urraul Alto	31	Navarra
2423	Urraul Bajo	31	Navarra
2439	Urroz-Villa	31	Navarra
2444	Urroz	31	Navarra
2457	Urzainqui/Urzainki	31	Navarra
2460	Uterga	31	Navarra
2476	Uztárroz/Uztarroze	31	Navarra
2482	Luzaide/Valcarlos	31	Navarra
2495	Valtierra	31	Navarra
2508	Bera	31	Navarra
2515	Viana	31	Navarra
2520	Vidángoz/Bidankoze	31	Navarra
2536	Bidaurreta	31	Navarra
2541	Villafranca	31	Navarra
2554	Villamayor de Monjardín	31	Navarra
2567	Hiriberri/Villanueva de Aezkoa	31	Navarra
2573	Villatuerta	31	Navarra
2589	Villava/Atarrabia	31	Navarra
2592	Igantzi	31	Navarra
2606	Valle de Yerri/Deierri	31	Navarra
2613	Yesa	31	Navarra
2628	Zabalza/Zabaltza	31	Navarra
2634	Zubieta	31	Navarra
2649	Zugarramurdi	31	Navarra
2652	Zúñiga	31	Navarra
9019	Barañáin/Barañain	31	Navarra
9024	Berrioplano/Berriobeiti	31	Navarra
9030	Berriozar	31	Navarra
9045	Irurtzun	31	Navarra
9058	Beriáin	31	Navarra
9061	Orkoien	31	Navarra
9077	Zizur Mayor/Zizur Nagusia	31	Navarra
9083	Lekunberri	31	Navarra
13	Allariz	32	Ourense
28	Amoeiro	32	Ourense
34	Arnoia, A	32	Ourense
49	Avión	32	Ourense
52	Baltar	32	Ourense
65	Bande	32	Ourense
71	Baños de Molgas	32	Ourense
87	Barbadás	32	Ourense
90	Barco de Valdeorras, O	32	Ourense
104	Beade	32	Ourense
111	Beariz	32	Ourense
126	Blancos, Os	32	Ourense
132	Boborás	32	Ourense
147	Bola, A	32	Ourense
150	Bolo, O	32	Ourense
163	Calvos de Randín	32	Ourense
179	Carballeda de Valdeorras	32	Ourense
185	Carballeda de Avia	32	Ourense
198	Carballiño, O	32	Ourense
202	Cartelle	32	Ourense
219	Castrelo do Val	32	Ourense
224	Castrelo de Miño	32	Ourense
230	Castro Caldelas	32	Ourense
245	Celanova	32	Ourense
258	Cenlle	32	Ourense
261	Coles	32	Ourense
277	Cortegada	32	Ourense
283	Cualedro	32	Ourense
296	Chandrexa de Queixa	32	Ourense
300	Entrimo	32	Ourense
317	Esgos	32	Ourense
322	Xinzo de Limia	32	Ourense
338	Gomesende	32	Ourense
343	Gudiña, A	32	Ourense
356	Irixo, O	32	Ourense
369	Xunqueira de Ambía	32	Ourense
375	Xunqueira de Espadanedo	32	Ourense
381	Larouco	32	Ourense
394	Laza	32	Ourense
408	Leiro	32	Ourense
415	Lobeira	32	Ourense
420	Lobios	32	Ourense
436	Maceda	32	Ourense
441	Manzaneda	32	Ourense
454	Maside	32	Ourense
467	Melón	32	Ourense
473	Merca, A	32	Ourense
489	Mezquita, A	32	Ourense
492	Montederramo	32	Ourense
505	Monterrei	32	Ourense
512	Muíños	32	Ourense
527	Nogueira de Ramuín	32	Ourense
533	Oímbra	32	Ourense
548	Ourense	32	Ourense
551	Paderne de Allariz	32	Ourense
564	Padrenda	32	Ourense
570	Parada de Sil	32	Ourense
586	Pereiro de Aguiar, O	32	Ourense
599	Peroxa, A	32	Ourense
603	Petín	32	Ourense
610	Piñor	32	Ourense
625	Porqueira	32	Ourense
631	Pobra de Trives, A	32	Ourense
646	Pontedeva	32	Ourense
659	Punxín	32	Ourense
662	Quintela de Leirado	32	Ourense
678	Rairiz de Veiga	32	Ourense
684	Ramirás	32	Ourense
697	Ribadavia	32	Ourense
701	San Xoán de Río	32	Ourense
718	Riós	32	Ourense
723	Rúa, A	32	Ourense
739	Rubiá	32	Ourense
744	San Amaro	32	Ourense
757	San Cibrao das Viñas	32	Ourense
760	San Cristovo de Cea	32	Ourense
776	Sandiás	32	Ourense
782	Sarreaus	32	Ourense
795	Taboadela	32	Ourense
809	Teixeira, A	32	Ourense
816	Toén	32	Ourense
821	Trasmiras	32	Ourense
837	Veiga, A	32	Ourense
842	Verea	32	Ourense
855	Verín	32	Ourense
868	Viana do Bolo	32	Ourense
874	Vilamarín	32	Ourense
880	Vilamartín de Valdeorras	32	Ourense
893	Vilar de Barrio	32	Ourense
907	Vilar de Santos	32	Ourense
914	Vilardevós	32	Ourense
929	Vilariño de Conso	32	Ourense
19	Allande	33	Astúries
24	Aller	33	Astúries
30	Amieva	33	Astúries
45	Avilés	33	Astúries
58	Belmonte de Miranda	33	Astúries
61	Bimenes	33	Astúries
77	Boal	33	Astúries
83	Cabrales	33	Astúries
96	Cabranes	33	Astúries
100	Candamo	33	Astúries
117	Cangas del Narcea	33	Astúries
122	Cangas de Onís	33	Astúries
138	Caravia	33	Astúries
143	Carreño	33	Astúries
156	Caso	33	Astúries
169	Castrillón	33	Astúries
175	Castropol	33	Astúries
181	Coaña	33	Astúries
194	Colunga	33	Astúries
208	Corvera de Asturias	33	Astúries
215	Cudillero	33	Astúries
220	Degaña	33	Astúries
236	Franco, El	33	Astúries
241	Gijón	33	Astúries
254	Gozón	33	Astúries
267	Grado	33	Astúries
273	Grandas de Salime	33	Astúries
289	Ibias	33	Astúries
292	Illano	33	Astúries
306	Illas	33	Astúries
313	Langreo	33	Astúries
328	Laviana	33	Astúries
334	Lena	33	Astúries
349	Valdés	33	Astúries
352	Llanera	33	Astúries
365	Llanes	33	Astúries
371	Mieres	33	Astúries
387	Morcín	33	Astúries
390	Muros de Nalón	33	Astúries
404	Nava	33	Astúries
411	Navia	33	Astúries
426	Noreña	33	Astúries
432	Onís	33	Astúries
447	Oviedo	33	Astúries
450	Parres	33	Astúries
463	Peñamellera Alta	33	Astúries
479	Peñamellera Baja	33	Astúries
485	Pesoz	33	Astúries
498	Piloña	33	Astúries
501	Ponga	33	Astúries
518	Pravia	33	Astúries
523	Proaza	33	Astúries
539	Quirós	33	Astúries
544	Regueras, Las	33	Astúries
557	Ribadedeva	33	Astúries
560	Ribadesella	33	Astúries
576	Ribera de Arriba	33	Astúries
582	Riosa	33	Astúries
595	Salas	33	Astúries
609	San Martín del Rey Aurelio	33	Astúries
616	San Martín de Oscos	33	Astúries
621	Santa Eulalia de Oscos	33	Astúries
637	San Tirso de Abres	33	Astúries
642	Santo Adriano	33	Astúries
655	Sariego	33	Astúries
668	Siero	33	Astúries
674	Sobrescobio	33	Astúries
680	Somiedo	33	Astúries
693	Soto del Barco	33	Astúries
707	Tapia de Casariego	33	Astúries
714	Taramundi	33	Astúries
729	Teverga	33	Astúries
735	Tineo	33	Astúries
740	Vegadeo	33	Astúries
753	Villanueva de Oscos	33	Astúries
766	Villaviciosa	33	Astúries
772	Villayón	33	Astúries
788	Yernes y Tameza	33	Astúries
14	Abarca de Campos	34	Palència
35	Abia de las Torres	34	Palència
40	Aguilar de Campoo	34	Palència
53	Alar del Rey	34	Palència
66	Alba de Cerrato	34	Palència
91	Amayuelas de Arriba	34	Palència
105	Ampudia	34	Palència
112	Amusco	34	Palència
127	Antigüedad	34	Palència
151	Arconada	34	Palència
170	Astudillo	34	Palència
186	Autilla del Pino	34	Palència
199	Autillo de Campos	34	Palència
203	Ayuela	34	Palència
225	Baltanás	34	Palència
231	Venta de Baños	34	Palència
246	Baquerín de Campos	34	Palència
259	Bárcena de Campos	34	Palència
278	Barruelo de Santullán	34	Palència
284	Báscones de Ojeda	34	Palència
297	Becerril de Campos	34	Palència
318	Belmonte de Campos	34	Palència
323	Berzosilla	34	Palència
339	Boada de Campos	34	Palència
344	Boadilla del Camino	34	Palència
357	Boadilla de Rioseco	34	Palència
360	Brañosera	34	Palència
376	Buenavista de Valdavia	34	Palència
382	Bustillo de la Vega	34	Palència
395	Bustillo del Páramo de Carrión	34	Palència
416	Calahorra de Boedo	34	Palència
421	Calzada de los Molinos	34	Palència
455	Capillas	34	Palència
468	Cardeñosa de Volpejera	34	Palència
474	Carrión de los Condes	34	Palència
480	Castil de Vela	34	Palència
493	Castrejón de la Peña	34	Palència
506	Castrillo de Don Juan	34	Palència
513	Castrillo de Onielo	34	Palència
528	Castrillo de Villavega	34	Palència
534	Castromocho	34	Palència
552	Cervatos de la Cueza	34	Palència
565	Cervera de Pisuerga	34	Palència
571	Cevico de la Torre	34	Palència
587	Cevico Navero	34	Palència
590	Cisneros	34	Palència
604	Cobos de Cerrato	34	Palència
611	Collazos de Boedo	34	Palència
626	Congosto de Valdavia	34	Palència
632	Cordovilla la Real	34	Palència
663	Cubillas de Cerrato	34	Palència
679	Dehesa de Montejo	34	Palència
685	Dehesa de Romanos	34	Palència
698	Dueñas	34	Palència
702	Espinosa de Cerrato	34	Palència
719	Espinosa de Villagonzalo	34	Palència
724	Frechilla	34	Palència
730	Fresno del Río	34	Palència
745	Frómista	34	Palència
761	Fuentes de Nava	34	Palència
777	Fuentes de Valdepero	34	Palència
796	Grijota	34	Palència
800	Guardo	34	Palència
817	Guaza de Campos	34	Palència
822	Hérmedes de Cerrato	34	Palència
838	Herrera de Pisuerga	34	Palència
843	Herrera de Valdecañas	34	Palència
869	Hontoria de Cerrato	34	Palència
875	Hornillos de Cerrato	34	Palència
881	Husillos	34	Palència
894	Itero de la Vega	34	Palència
915	Lagartos	34	Palència
920	Lantadilla	34	Palència
936	Vid de Ojeda, La	34	Palència
941	Ledigos	34	Palència
967	Lomas	34	Palència
989	Magaz de Pisuerga	34	Palència
992	Manquillos	34	Palència
1006	Mantinos	34	Palència
1013	Marcilla de Campos	34	Palència
1028	Mazariegos	34	Palència
1034	Mazuecos de Valdeginate	34	Palència
1049	Melgar de Yuso	34	Palència
1065	Meneses de Campos	34	Palència
1071	Micieces de Ojeda	34	Palència
1087	Monzón de Campos	34	Palència
1090	Moratinos	34	Palència
1104	Mudá	34	Palència
1126	Nogal de las Huertas	34	Palència
1132	Olea de Boedo	34	Palència
1147	Olmos de Ojeda	34	Palència
1163	Osornillo	34	Palència
1202	Palencia	34	Palència
1219	Palenzuela	34	Palència
1224	Páramo de Boedo	34	Palència
1230	Paredes de Nava	34	Palència
1245	Payo de Ojeda	34	Palència
1258	Pedraza de Campos	34	Palència
1261	Pedrosa de la Vega	34	Palència
1277	Perales	34	Palència
1296	Pino del Río	34	Palència
1300	Piña de Campos	34	Palència
1317	Población de Arroyo	34	Palència
1322	Población de Campos	34	Palència
1338	Población de Cerrato	34	Palència
1343	Polentinos	34	Palència
1356	Pomar de Valdivia	34	Palència
1369	Poza de la Vega	34	Palència
1375	Pozo de Urama	34	Palència
1394	Prádanos de Ojeda	34	Palència
1408	Puebla de Valdavia, La	34	Palència
1415	Quintana del Puente	34	Palència
1436	Quintanilla de Onsoña	34	Palència
1467	Reinoso de Cerrato	34	Palència
1473	Renedo de la Vega	34	Palència
1492	Requena de Campos	34	Palència
1512	Respenda de la Peña	34	Palència
1527	Revenga de Campos	34	Palència
1548	Revilla de Collazos	34	Palència
1551	Ribas de Campos	34	Palència
1564	Riberos de la Cueza	34	Palència
1570	Saldaña	34	Palència
1586	Salinas de Pisuerga	34	Palència
1599	San Cebrián de Campos	34	Palència
1603	San Cebrián de Mudá	34	Palència
1610	San Cristóbal de Boedo	34	Palència
1631	San Mamés de Campos	34	Palència
1659	San Román de la Cuba	34	Palència
1678	Santa Cecilia del Alcor	34	Palència
1684	Santa Cruz de Boedo	34	Palència
1697	Santervás de la Vega	34	Palència
1701	Santibáñez de Ecla	34	Palència
1718	Santibáñez de la Peña	34	Palència
1744	Santoyo	34	Palència
1757	Serna, La	34	Palència
1760	Sotobañado y Priorato	34	Palència
1776	Soto de Cerrato	34	Palència
1782	Tabanera de Cerrato	34	Palència
1795	Tabanera de Valdavia	34	Palència
1809	Támara de Campos	34	Palència
1816	Tariego de Cerrato	34	Palència
1821	Torquemada	34	Palència
1842	Torremormojón	34	Palència
1855	Triollo	34	Palència
1868	Valbuena de Pisuerga	34	Palència
1893	Valdeolmillos	34	Palència
1907	Valderrábano	34	Palència
1929	Valde-Ucieza	34	Palència
1966	Valle de Cerrato	34	Palència
1991	Velilla del Río Carrión	34	Palència
2012	Vertavillo	34	Palència
2027	Villabasta de Valdavia	34	Palència
2048	Villacidaler	34	Palència
2051	Villaconancio	34	Palència
2064	Villada	34	Palència
2086	Villaeles de Valdavia	34	Palència
2103	Villahán	34	Palència
2110	Villaherreros	34	Palència
2131	Villalaco	34	Palència
2146	Villalba de Guardo	34	Palència
2159	Villalcázar de Sirga	34	Palència
2162	Villalcón	34	Palència
2178	Villalobón	34	Palència
2184	Villaluenga de la Vega	34	Palència
2201	Villamartín de Campos	34	Palència
2218	Villamediana	34	Palència
2223	Villameriel	34	Palència
2239	Villamoronta	34	Palència
2244	Villamuera de la Cueza	34	Palència
2257	Villamuriel de Cerrato	34	Palència
2276	Villanueva del Rebollar	34	Palència
2282	Villanuño de Valdavia	34	Palència
2295	Villaprovedo	34	Palència
2309	Villarmentero de Campos	34	Palència
2316	Villarrabé	34	Palència
2321	Villarramiel	34	Palència
2337	Villasarracino	34	Palència
2342	Villasila de Valdavia	34	Palència
2368	Villaturde	34	Palència
2374	Villaumbrales	34	Palència
2380	Villaviudas	34	Palència
2407	Villerías de Campos	34	Palència
2414	Villodre	34	Palència
2429	Villodrigo	34	Palència
2435	Villoldo	34	Palència
2453	Villota del Páramo	34	Palència
2466	Villovieco	34	Palència
9015	Osorno la Mayor	34	Palència
9020	Valle del Retortillo	34	Palència
9036	Loma de Ucieza	34	Palència
9041	Pernía, La	34	Palència
17	Agaete	35	Palmas, Las
22	Agüimes	35	Palmas, Las
38	Antigua	35	Palmas, Las
43	Arrecife	35	Palmas, Las
56	Artenara	35	Palmas, Las
69	Arucas	35	Palmas, Las
75	Betancuria	35	Palmas, Las
81	Firgas	35	Palmas, Las
94	Gáldar	35	Palmas, Las
108	Haría	35	Palmas, Las
115	Ingenio	35	Palmas, Las
120	Mogán	35	Palmas, Las
136	Moya	35	Palmas, Las
141	Oliva, La	35	Palmas, Las
154	Pájara	35	Palmas, Las
167	Palmas de Gran Canaria, Las	35	Palmas, Las
173	Puerto del Rosario	35	Palmas, Las
